vehicle_id,zone_id,t0_image,t1_image,t0_orig_x1,t0_orig_y1,t0_orig_x2,t0_orig_y2,t0_orig_w,t0_orig_h,t1_orig_x1,t1_orig_y1,t1_orig_x2,t1_orig_y2,t1_orig_w,t1_orig_h,move_dist,diag0,diag1,diag_ratio,delta_min,move_ratio,stop,bbox_x1_640,bbox_y1_640,bbox_x2_640,bbox_y2_640
619,b,0012_top_20250630_t0,0012_top_20250630_t1,0.0,0.0,89.0,174.0,89.0,174.0,0,0,71,107,71,107,25.87,213.565,150.602,0.705,8,0.121,Yes,0,0,71,107
620,b,0012_top_20250630_t0,0012_top_20250630_t1,389.0,471.0,427.0,523.0,38.0,52.0,375,474,413,522,38,48,8.016,56.4,52.631,0.933,8,0.142,Yes,375,474,413,522
621,b,0012_top_20250630_t0,0012_top_20250630_t1,401.0,608.0,463.0,640.0,62.0,32.0,385,616,449,640,64,24,12.349,73.682,69.289,0.94,8,0.168,Yes,385,616,449,640
623,d,0012_top_20250703_t0,0012_top_20250703_t1,355.0,475.0,415.0,531.0,60.0,56.0,298,408,353,459,55,51,3.202,71.868,76.942,1.071,7,0.045,Yes,298,408,353,459
624,d,0012_top_20250703_t0,0012_top_20250703_t1,233.0,267.0,266.0,375.0,33.0,108.0,192,248,223,337,31,89,6.519,79.076,79.404,1.004,7,0.082,Yes,192,248,223,337
625,d,0012_top_20250703_t0,0012_top_20250703_t1,492.0,409.0,565.0,469.0,73.0,60.0,411,338,475,396,64,58,2.0,84.22,87.71,1.041,7,0.024,Yes,411,338,475,396
626,d,0012_top_20250703_t0,0012_top_20250703_t1,347.0,601.0,413.0,639.0,66.0,38.0,293,508,358,562,65,54,7.28,70.774,85.866,1.213,7,0.103,Yes,293,508,358,562
627,d,0012_top_20250703_t0,0012_top_20250703_t1,485.0,285.0,568.0,334.0,83.0,49.0,405,235,470,289,65,54,2.062,93.52,89.894,0.961,7,0.022,Yes,405,235,470,289
629,d,0012_top_20250704_t0,0012_top_20250704_t1,195.0,265.0,253.0,313.0,58.0,48.0,230,4,311,75,81,71,5.831,82.735,96.566,1.167,6,0.07,Yes,230,4,311,75
630,c,0012_top_20250708_t0,0012_top_20250708_t1,383.0,437.0,420.0,558.0,37.0,121.0,348,386,387,519,39,133,23.195,105.688,125.801,1.19,7,0.219,Yes,348,386,387,519
631,c,0012_top_20250708_t0,0012_top_20250708_t1,346.0,431.0,382.0,555.0,36.0,124.0,309,385,349,520,40,135,14.08,110.136,122.642,1.114,7,0.128,Yes,309,385,349,520
632,c,0012_top_20250708_t0,0012_top_20250708_t1,351.0,192.0,377.0,278.0,26.0,86.0,305,147,332,233,27,86,4.243,77.104,75.452,0.979,7,0.055,Yes,305,147,332,233
633,c,0012_top_20250708_t0,0012_top_20250708_t1,307.0,425.0,342.0,546.0,35.0,121.0,270,385,306,512,36,127,12.104,110.136,108.167,0.982,7,0.11,Yes,270,385,306,512
634,c,0012_top_20250708_t0,0012_top_20250708_t1,232.0,412.0,270.0,544.0,38.0,132.0,190,382,231,521,41,139,23.717,125.642,108.757,0.866,7,0.189,Yes,190,382,231,521
635,c,0012_top_20250708_t0,0012_top_20250708_t1,321.0,184.0,347.0,269.0,26.0,85.0,275,141,301,226,26,85,3.808,77.666,70.725,0.911,7,0.049,Yes,275,141,301,226
636,c,0012_top_20250708_t0,0012_top_20250708_t1,254.0,153.0,284.0,266.0,30.0,113.0,204,119,235,235,31,116,15.042,102.626,85.586,0.834,7,0.147,Yes,204,119,235,235
637,c,0012_top_20250708_t0,0012_top_20250708_t1,270.0,416.0,307.0,553.0,37.0,137.0,230,381,269,522,39,141,16.125,124.868,113.208,0.907,7,0.129,Yes,230,381,269,522
638,c,0012_top_20250708_t0,0012_top_20250708_t1,184.0,145.0,215.0,259.0,31.0,114.0,56,121,98,243,42,122,28.504,109.554,83.355,0.761,7,0.26,Yes,56,121,98,243
639,c,0012_top_20250708_t0,0012_top_20250708_t1,287.0,170.0,316.0,277.0,29.0,107.0,240,129,269,239,29,110,8.016,96.255,83.355,0.866,7,0.083,Yes,240,129,269,239
640,c,0012_top_20250708_t0,0012_top_20250708_t1,215.0,141.0,249.0,262.0,34.0,121.0,130,121,165,241,35,120,17.678,114.547,84.599,0.739,7,0.154,Yes,130,121,165,241
654,b,0012_top_20250709_t0,0012_top_20250709_t1,417.0,410.0,523.0,495.0,106.0,85.0,457,467,639,605,182,138,5.852,112.361,121.235,1.079,6,0.052,Yes,457,467,639,605
655,b,0012_top_20250709_t0,0012_top_20250709_t1,418.0,237.0,522.0,329.0,104.0,92.0,426,256,564,360,138,104,21.506,122.413,127.581,1.042,6,0.176,Yes,426,256,564,360
656,b,0012_top_20250709_t0,0012_top_20250709_t1,416.0,141.0,521.0,231.0,105.0,90.0,410,170,543,267,133,97,28.853,129.035,143.22,1.11,6,0.224,Yes,410,170,543,267
657,b,0012_top_20250709_t0,0012_top_20250709_t1,154.0,380.0,213.0,553.0,59.0,173.0,0,534,108,640,108,106,21.645,117.004,77.897,0.666,6,0.185,Yes,0,534,108,640
664,b,0013_top_20250630_t0,0013_top_20250630_t1,202.0,531.0,258.0,593.0,56.0,62.0,201,73,271,139,70,66,28.935,69.656,120.934,1.736,8,0.415,No,201,73,271,139
676,d,0013_top_20250704_t0,0013_top_20250704_t1,496.0,1.0,560.0,52.0,64.0,51.0,507,216,580,266,73,50,6.576,75.664,80.957,1.07,11,0.087,Yes,507,216,580,266
677,d,0013_top_20250704_t0,0013_top_20250704_t1,502.0,128.0,561.0,178.0,59.0,50.0,513,356,589,421,76,65,7.159,68.476,82.765,1.209,11,0.105,Yes,513,356,589,421
678,d,0013_top_20250704_t0,0013_top_20250704_t1,357.0,330.0,434.0,394.0,77.0,64.0,368,588,440,639,72,51,1.118,77.369,66.31,0.857,11,0.014,Yes,368,588,440,639
679,d,0013_top_20250704_t0,0013_top_20250704_t1,209.0,136.0,254.0,273.0,45.0,137.0,211,363,255,519,44,156,5.148,84.22,87.321,1.037,11,0.061,Yes,211,363,255,519
680,d,0013_top_20250708_t0,0013_top_20250708_t1,132.0,284.0,171.0,406.0,39.0,122.0,570,415,610,543,40,128,4.61,89.045,89.588,1.006,13,0.052,Yes,570,415,610,543
681,d,0013_top_20250708_t0,0013_top_20250708_t1,582.0,289.0,619.0,406.0,37.0,117.0,111,488,150,613,39,125,0.707,81.884,82.492,1.007,13,0.009,Yes,111,488,150,613
686,c,0013_top_20250711_t0,0013_top_20250711_t1,273.0,361.0,322.0,474.0,49.0,113.0,273,361,322,474,49,113,21.966,137.877,120.283,0.872,7,0.159,Yes,273,361,322,474
687,c,0013_top_20250711_t0,0013_top_20250711_t1,229.0,364.0,274.0,481.0,45.0,117.0,229,364,274,481,45,117,20.718,138.13,118.343,0.857,7,0.15,Yes,229,364,274,481
688,c,0013_top_20250711_t0,0013_top_20250711_t1,190.0,385.0,238.0,491.0,48.0,106.0,190,385,238,491,48,106,16.621,129.808,113.864,0.877,7,0.128,Yes,190,385,238,491
695,d,0014_top_20250704_t0,0014_top_20250704_t1,360.0,454.0,436.0,519.0,76.0,65.0,357,183,430,239,73,56,2.55,73.43,75.591,1.029,8,0.035,Yes,357,183,430,239
696,d,0014_top_20250704_t0,0014_top_20250704_t1,508.0,238.0,576.0,297.0,68.0,59.0,495,0,542,47,47,47,6.708,68.096,59.641,0.876,8,0.099,Yes,495,0,542,47
697,d,0014_top_20250704_t0,0014_top_20250704_t1,208.0,243.0,253.0,387.0,45.0,144.0,219,6,260,129,41,123,9.513,94.578,88.323,0.934,8,0.101,Yes,219,6,260,129
698,c,0014_top_20250707_t0,0014_top_20250707_t1,546.0,68.0,597.0,111.0,51.0,43.0,542,72,589,127,47,55,5.852,102.416,111.732,1.091,7,0.057,Yes,542,72,589,127
699,c,0014_top_20250707_t0,0014_top_20250707_t1,503.0,260.0,556.0,314.0,53.0,54.0,480,251,533,326,53,75,6.185,109.481,130.832,1.195,7,0.056,Yes,480,251,533,326
700,c,0014_top_20250707_t0,0014_top_20250707_t1,391.0,204.0,437.0,255.0,46.0,51.0,371,173,416,237,45,64,5.22,105.891,120.216,1.135,7,0.049,Yes,371,173,416,237
701,c,0014_top_20250707_t0,0014_top_20250707_t1,388.0,252.0,436.0,298.0,48.0,46.0,366,226,412,280,46,54,4.301,103.6,112.61,1.087,7,0.042,Yes,366,226,412,280
702,c,0014_top_20250707_t0,0014_top_20250707_t1,337.0,327.0,383.0,379.0,46.0,52.0,307,279,353,347,46,68,5.408,105.262,123.762,1.176,7,0.051,Yes,307,279,353,347
704,b,0014_top_20250708_t0,0014_top_20250708_t1,414.0,105.0,452.0,271.0,38.0,166.0,353,0,410,152,57,152,22.051,119.407,120.254,1.007,7,0.185,Yes,353,0,410,152
705,b,0014_top_20250708_t0,0014_top_20250708_t1,360.0,111.0,398.0,265.0,38.0,154.0,297,9,354,175,57,166,19.455,113.649,128.226,1.128,7,0.171,Yes,297,9,354,175
706,b,0014_top_20250708_t0,0014_top_20250708_t1,259.0,124.0,306.0,293.0,47.0,169.0,197,87,262,251,65,164,18.901,129.139,140.663,1.089,7,0.146,Yes,197,87,262,251
707,b,0014_top_20250708_t0,0014_top_20250708_t1,157.0,104.0,205.0,281.0,48.0,177.0,91,132,156,291,65,159,32.65,135.484,140.357,1.036,7,0.241,Yes,91,132,156,291
708,b,0014_top_20250708_t0,0014_top_20250708_t1,200.0,118.0,249.0,292.0,49.0,174.0,144,115,200,276,56,161,26.315,134.629,132.88,0.987,7,0.195,Yes,144,115,200,276
709,b,0014_top_20250708_t0,0014_top_20250708_t1,613.0,337.0,639.0,418.0,26.0,81.0,590,113,640,195,50,82,11.0,63.285,95.588,1.51,7,0.174,No,590,113,640,195
710,b,0014_top_20250708_t0,0014_top_20250708_t1,621.0,245.0,639.0,333.0,18.0,88.0,588,15,640,90,52,75,21.101,62.241,84.646,1.36,7,0.339,Yes,588,15,640,90
712,b,0014_top_20250709_t0,0014_top_20250709_t1,456.0,1.0,505.0,146.0,49.0,145.0,339,97,374,252,35,155,6.727,78.816,68.447,0.868,6,0.085,Yes,339,97,374,252
713,b,0014_top_20250709_t0,0014_top_20250709_t1,561.0,0.0,614.0,114.0,53.0,114.0,442,153,479,305,37,152,6.185,70.093,64.885,0.926,6,0.088,Yes,442,153,479,305
714,b,0014_top_20250709_t0,0014_top_20250709_t1,207.0,476.0,278.0,590.0,71.0,114.0,0,387,69,521,69,134,6.576,65.054,77.156,1.186,6,0.101,Yes,0,387,69,521
715,b,0014_top_20250709_t0,0014_top_20250709_t1,362.0,26.0,410.0,180.0,48.0,154.0,244,94,280,231,36,137,4.272,80.156,64.498,0.805,6,0.053,Yes,244,94,280,231
721,d,0015_top_20250624_t0,0015_top_20250624_t1,214.0,420.0,308.0,482.0,94.0,62.0,184,122,209,224,25,102,8.732,74.303,89.443,1.204,6,0.118,Yes,184,122,209,224
751,b,0015_top_20250626_t0,0015_top_20250626_t1,191.0,514.0,261.0,566.0,70.0,52.0,191,512,269,568,78,56,0.707,65.742,63.561,0.967,10,0.011,Yes,191,512,269,568
752,b,0015_top_20250626_t0,0015_top_20250626_t1,208.0,580.0,277.0,633.0,69.0,53.0,212,587,287,639,75,52,1.803,65.742,60.539,0.921,10,0.027,Yes,212,587,287,639
753,b,0015_top_20250626_t0,0015_top_20250626_t1,173.0,158.0,251.0,216.0,78.0,58.0,179,106,265,171,86,65,1.581,75.133,73.79,0.982,10,0.021,Yes,179,106,265,171
754,b,0015_top_20250626_t0,0015_top_20250626_t1,269.0,281.0,302.0,409.0,33.0,128.0,282,252,318,393,36,141,0.0,69.642,65.863,0.946,10,0.0,Yes,282,252,318,393
755,b,0015_top_20250626_t0,0015_top_20250626_t1,177.0,452.0,255.0,505.0,78.0,53.0,177,438,264,498,87,60,0.5,72.498,70.774,0.976,10,0.007,Yes,177,438,264,498
756,b,0015_top_20250626_t0,0015_top_20250626_t1,383.0,78.0,444.0,124.0,61.0,46.0,415,18,487,77,72,59,0.5,58.592,60.415,1.031,10,0.009,Yes,415,18,487,77
757,b,0015_top_20250626_t0,0015_top_20250626_t1,379.0,144.0,453.0,187.0,74.0,43.0,411,90,495,147,84,57,1.581,67.624,67.119,0.993,10,0.023,Yes,411,90,495,147
758,b,0015_top_20250626_t0,0015_top_20250626_t1,172.0,92.0,234.0,148.0,62.0,56.0,176,30,245,92,69,62,1.0,62.769,61.774,0.984,10,0.016,Yes,176,30,245,92
759,b,0015_top_20250626_t0,0015_top_20250626_t1,182.0,380.0,261.0,432.0,79.0,52.0,186,358,271,414,85,56,1.118,72.498,69.462,0.958,10,0.015,Yes,186,358,271,414
760,b,0015_top_20250626_t0,0015_top_20250626_t1,274.0,426.0,307.0,544.0,33.0,118.0,285,417,323,545,38,128,0.5,64.351,60.465,0.94,10,0.008,Yes,285,417,323,545
761,b,0015_top_20250626_t0,0015_top_20250626_t1,184.0,225.0,261.0,284.0,77.0,59.0,190,182,275,246,85,64,1.803,75.133,71.554,0.952,10,0.024,Yes,190,182,275,246
762,b,0015_top_20250626_t0,0015_top_20250626_t1,164.0,13.0,240.0,77.0,76.0,64.0,160,0,255,15,95,15,12.349,77.026,71.589,0.929,10,0.16,Yes,160,0,255,15
763,b,0015_top_20250626_t0,0015_top_20250626_t1,196.0,310.0,255.0,356.0,59.0,46.0,201,277,269,329,68,52,1.581,56.356,56.798,1.008,10,0.028,Yes,201,277,269,329
765,c,0015_top_20250707_t0,0015_top_20250707_t1,314.0,251.0,393.0,320.0,79.0,69.0,265,229,351,306,86,77,6.021,103.465,100.21,0.969,9,0.058,Yes,265,229,351,306
766,c,0015_top_20250707_t0,0015_top_20250707_t1,313.0,323.0,393.0,394.0,80.0,71.0,259,313,346,394,87,81,1.581,104.01,102.801,0.988,9,0.015,Yes,259,313,346,394
767,c,0015_top_20250707_t0,0015_top_20250707_t1,543.0,3.0,619.0,70.0,76.0,67.0,541,5,626,56,85,51,26.0,103.812,85.586,0.824,9,0.25,Yes,541,5,626,56
768,c,0015_top_20250707_t0,0015_top_20250707_t1,237.0,467.0,315.0,545.0,78.0,78.0,163,468,247,552,84,84,19.039,100.955,103.856,1.029,9,0.189,Yes,163,468,247,552
769,c,0015_top_20250707_t0,0015_top_20250707_t1,497.0,319.0,585.0,393.0,88.0,74.0,465,340,563,420,98,80,0.5,106.78,108.227,1.014,9,0.005,Yes,465,340,563,420
770,b,0015_top_20250709_t0,0015_top_20250709_t1,239.0,202.0,354.0,350.0,115.0,148.0,61,203,163,339,102,136,10.595,202.312,178.832,0.884,9,0.052,Yes,61,203,163,339
771,b,0015_top_20250709_t0,0015_top_20250709_t1,33.0,329.0,205.0,481.0,172.0,152.0,0,378,70,547,70,169,36.912,190.066,113.23,0.596,9,0.194,Yes,0,378,70,547
772,b,0015_top_20250709_t0,0015_top_20250709_t1,515.0,247.0,640.0,350.0,125.0,103.0,300,124,421,199,121,75,31.536,153.942,178.393,1.159,9,0.205,Yes,300,124,421,199
773,b,0015_top_20250709_t0,0015_top_20250709_t1,374.0,77.0,426.0,194.0,52.0,117.0,137,84,200,171,63,87,11.402,217.313,191.888,0.883,9,0.052,Yes,137,84,200,171
774,b,0015_top_20250709_t0,0015_top_20250709_t1,445.0,549.0,630.0,640.0,185.0,91.0,330,301,499,417,169,116,24.52,110.535,149.215,1.35,9,0.222,Yes,330,301,499,417
775,b,0015_top_20250709_t0,0015_top_20250709_t1,485.0,316.0,639.0,435.0,154.0,119.0,319,221,470,303,151,82,58.6,154.457,154.768,1.002,9,0.379,Yes,319,221,470,303
778,b,0015_top_20250711_t0,0015_top_20250711_t1,149.0,81.0,235.0,396.0,86.0,315.0,149,81,235,396,86,315,0.5,131.229,132.401,1.009,10,0.004,Yes,149,81,235,396
779,b,0015_top_20250711_t0,0015_top_20250711_t1,584.0,0.0,639.0,139.0,55.0,139.0,584,0,639,139,55,139,5.523,77.078,82.735,1.073,10,0.072,Yes,584,0,639,139
780,b,0016_top_20250626_t0,0016_top_20250626_t1,378.0,189.0,454.0,245.0,76.0,56.0,387,253,473,315,86,62,4.61,67.119,65.924,0.982,7,0.069,Yes,387,253,473,315
781,b,0016_top_20250626_t0,0016_top_20250626_t1,164.0,22.0,241.0,83.0,77.0,61.0,146,58,234,128,88,70,4.743,68.425,68.029,0.994,7,0.069,Yes,146,58,234,128
782,b,0016_top_20250626_t0,0016_top_20250626_t1,161.0,97.0,245.0,157.0,84.0,60.0,143,143,236,210,93,67,2.062,72.498,70.774,0.976,7,0.028,Yes,143,143,236,210
783,b,0016_top_20250626_t0,0016_top_20250626_t1,182.0,425.0,258.0,478.0,76.0,53.0,162,518,246,571,84,53,7.159,61.847,62.626,1.013,7,0.116,Yes,162,518,246,571
784,b,0016_top_20250626_t0,0016_top_20250626_t1,357.0,13.0,390.0,142.0,33.0,129.0,367,50,401,192,34,142,7.211,68.942,62.65,0.909,7,0.105,Yes,367,50,401,192
785,b,0016_top_20250626_t0,0016_top_20250626_t1,269.0,147.0,302.0,268.0,33.0,121.0,264,197,301,337,37,140,1.118,63.506,61.27,0.965,7,0.018,Yes,264,197,301,337
786,b,0016_top_20250626_t0,0016_top_20250626_t1,188.0,352.0,247.0,408.0,59.0,56.0,168,436,235,490,67,54,6.185,51.478,51.894,1.008,7,0.12,Yes,168,436,235,490
787,b,0016_top_20250626_t0,0016_top_20250626_t1,394.0,392.0,461.0,445.0,67.0,53.0,407,485,480,545,73,60,3.808,58.6,57.271,0.977,7,0.065,Yes,407,485,480,545
788,b,0016_top_20250626_t0,0016_top_20250626_t1,402.0,324.0,462.0,372.0,60.0,48.0,412,409,485,463,73,54,4.301,52.326,56.462,1.079,7,0.082,Yes,412,409,485,463
789,b,0016_top_20250626_t0,0016_top_20250626_t1,382.0,454.0,466.0,510.0,84.0,56.0,397,557,489,617,92,60,6.083,70.007,69.289,0.99,7,0.087,Yes,397,557,489,617
790,b,0016_top_20250626_t0,0016_top_20250626_t1,180.0,279.0,263.0,335.0,83.0,56.0,163,351,254,412,91,61,4.031,69.462,68.352,0.984,7,0.058,Yes,163,351,254,412
791,b,0016_top_20250626_t0,0016_top_20250626_t1,373.0,258.0,455.0,310.0,82.0,52.0,384,331,473,384,89,53,3.162,70.007,66.731,0.953,7,0.045,Yes,384,331,473,384
810,d,0016_top_20250704_t0,0016_top_20250704_t1,344.0,135.0,462.0,217.0,118.0,82.0,336,177,490,284,154,107,5.025,79.605,83.259,1.046,9,0.063,Yes,336,177,490,284
811,d,0016_top_20250704_t0,0016_top_20250704_t1,337.0,332.0,452.0,411.0,115.0,79.0,326,433,476,533,150,100,6.5,77.389,76.485,0.988,9,0.084,Yes,326,433,476,533
812,d,0016_top_20250704_t0,0016_top_20250704_t1,341.0,20.0,457.0,104.0,116.0,84.0,339,19,487,132,148,113,5.148,79.649,84.581,1.062,9,0.065,Yes,339,19,487,132
813,c,0017_top_20250623_t0,0017_top_20250623_t1,375.0,145.0,503.0,233.0,128.0,88.0,429,168,534,253,105,85,10.308,107.168,94.763,0.884,7,0.096,Yes,429,168,534,253
814,c,0017_top_20250623_t0,0017_top_20250623_t1,8.0,244.0,94.0,440.0,86.0,196.0,149,348,210,498,61,150,8.746,118.406,113.358,0.957,7,0.074,Yes,149,348,210,498
815,c,0017_top_20250623_t0,0017_top_20250623_t1,197.0,315.0,261.0,522.0,64.0,207.0,301,353,341,522,40,169,8.322,104.484,101.863,0.975,7,0.08,Yes,301,353,341,522
816,c,0017_top_20250623_t0,0017_top_20250623_t1,157.0,103.0,222.0,304.0,65.0,201.0,258,192,302,365,44,173,11.673,116.211,103.276,0.889,7,0.1,Yes,258,192,302,365
818,d,0017_top_20250624_t0,0017_top_20250624_t1,267.0,240.0,366.0,315.0,99.0,75.0,147,105,172,198,25,93,10.308,85.428,81.492,0.954,6,0.121,Yes,147,105,172,198
830,c,0017_top_20250708_t0,0017_top_20250708_t1,336.0,61.0,375.0,195.0,39.0,134.0,328,88,368,216,40,128,28.844,143.544,118.072,0.823,10,0.201,Yes,328,88,368,216
831,c,0018_top_20250703_t0,0018_top_20250703_t1,47.0,488.0,120.0,568.0,73.0,80.0,86,233,162,293,76,60,7.159,71.847,95.901,1.335,7,0.1,Yes,86,233,162,293
832,c,0018_top_20250703_t0,0018_top_20250703_t1,524.0,96.0,617.0,232.0,93.0,136.0,567,245,625,385,58,140,8.846,93.338,108.467,1.162,7,0.095,Yes,567,245,625,385
833,c,0018_top_20250703_t0,0018_top_20250703_t1,344.0,558.0,426.0,639.0,82.0,81.0,317,505,378,639,61,134,14.422,71.028,109.713,1.545,7,0.203,No,317,505,378,639
834,c,0018_top_20250703_t0,0018_top_20250703_t1,32.0,382.0,119.0,456.0,87.0,74.0,99,142,181,204,82,62,4.123,81.988,102.303,1.248,7,0.05,Yes,99,142,181,204
835,c,0018_top_20250703_t0,0018_top_20250703_t1,462.0,291.0,544.0,439.0,82.0,148.0,466,376,526,500,60,124,10.062,90.907,104.062,1.145,7,0.111,Yes,466,376,526,500
836,c,0018_top_20250703_t0,0018_top_20250703_t1,0.0,213.0,78.0,296.0,78.0,83.0,99,0,181,53,82,53,8.559,79.322,99.02,1.248,7,0.108,Yes,99,0,181,53
837,d,0018_top_20250704_t0,0018_top_20250704_t1,287.0,114.0,365.0,172.0,78.0,58.0,332,22,404,77,72,55,6.185,135.104,111.759,0.827,8,0.046,Yes,332,22,404,77
838,d,0018_top_20250704_t0,0018_top_20250704_t1,357.0,386.0,431.0,439.0,74.0,53.0,410,273,484,330,74,57,35.892,133.795,99.086,0.741,8,0.268,Yes,410,273,484,330
841,b,0018_top_20250711_t0,0018_top_20250711_t1,318.0,91.0,393.0,315.0,75.0,224.0,318,91,393,315,75,224,5.59,66.37,73.062,1.101,6,0.084,Yes,318,91,393,315
842,c,0019_top_20250707_t0,0019_top_20250707_t1,297.0,148.0,344.0,297.0,47.0,149.0,291,190,332,323,41,133,16.5,150.712,185.551,1.231,7,0.109,Yes,291,190,332,323
843,c,0019_top_20250707_t0,0019_top_20250707_t1,247.0,139.0,294.0,290.0,47.0,151.0,247,180,287,313,40,133,15.207,151.03,192.263,1.273,7,0.101,Yes,247,180,287,313
844,c,0019_top_20250707_t0,0019_top_20250707_t1,204.0,148.0,241.0,262.0,37.0,114.0,208,188,238,287,30,99,24.839,114.634,145.344,1.268,7,0.217,Yes,208,188,238,287
845,c,0019_top_20250707_t0,0019_top_20250707_t1,159.0,152.0,199.0,261.0,40.0,109.0,169,187,202,285,33,98,33.264,114.477,144.586,1.263,7,0.291,Yes,169,187,202,285
846,b,0019_top_20250711_t0,0019_top_20250711_t1,278.0,88.0,317.0,194.0,39.0,106.0,278,88,317,194,39,106,1.5,64.07,64.9,1.013,9,0.023,Yes,278,88,317,194
847,b,0019_top_20250711_t0,0019_top_20250711_t1,29.0,53.0,64.0,161.0,35.0,108.0,29,53,64,161,35,108,2.915,62.769,64.14,1.022,9,0.046,Yes,29,53,64,161
848,c,0020_top_20250703_t0,0020_top_20250703_t1,279.0,126.0,319.0,239.0,40.0,113.0,305,288,338,407,33,119,7.762,108.812,106.532,0.979,8,0.071,Yes,305,288,338,407
849,c,0020_top_20250703_t0,0020_top_20250703_t1,278.0,257.0,318.0,373.0,40.0,116.0,305,158,337,274,32,116,10.05,106.607,102.083,0.958,8,0.094,Yes,305,158,337,274
850,c,0020_top_20250703_t0,0020_top_20250703_t1,142.0,132.0,182.0,249.0,40.0,117.0,438,282,469,401,31,119,8.276,108.005,106.532,0.986,8,0.077,Yes,438,282,469,401
851,c,0020_top_20250703_t0,0020_top_20250703_t1,39.0,118.0,79.0,239.0,40.0,121.0,542,289,572,406,30,117,5.0,108.812,104.307,0.959,8,0.046,Yes,542,289,572,406
852,c,0020_top_20250703_t0,0020_top_20250703_t1,106.0,118.0,148.0,244.0,42.0,126.0,473,281,505,407,32,126,4.924,114.621,112.361,0.98,8,0.043,Yes,473,281,505,407
853,c,0020_top_20250703_t0,0020_top_20250703_t1,74.0,118.0,115.0,240.0,41.0,122.0,506,284,538,406,32,122,3.5,110.802,109.836,0.991,8,0.032,Yes,506,284,538,406
854,c,0020_top_20250703_t0,0020_top_20250703_t1,175.0,251.0,217.0,370.0,42.0,119.0,406,161,439,275,33,114,7.433,109.202,103.73,0.95,8,0.068,Yes,406,161,439,275
855,c,0020_top_20250703_t0,0020_top_20250703_t1,244.0,253.0,287.0,374.0,43.0,121.0,339,157,373,274,34,117,7.071,111.4,105.119,0.944,8,0.063,Yes,339,157,373,274
856,c,0020_top_20250703_t0,0020_top_20250703_t1,10.0,119.0,46.0,226.0,36.0,107.0,574,312,599,401,25,89,7.018,96.4,82.098,0.852,8,0.073,Yes,574,312,599,401
857,c,0020_top_20250703_t0,0020_top_20250703_t1,204.0,252.0,251.0,374.0,47.0,122.0,372,154,407,276,35,122,10.607,115.256,109.554,0.951,8,0.092,Yes,372,154,407,276
858,c,0020_top_20250703_t0,0020_top_20250703_t1,0.0,124.0,16.0,221.0,16.0,97.0,601,309,626,394,25,85,19.609,73.79,79.63,1.079,8,0.266,Yes,601,309,626,394
861,b,0020_top_20250707_t0,0020_top_20250707_t1,227.0,209.0,283.0,250.0,56.0,41.0,405,84,430,180,25,96,3.536,63.561,62.241,0.979,7,0.056,Yes,405,84,430,180
862,b,0020_top_20250707_t0,0020_top_20250707_t1,218.0,556.0,289.0,603.0,71.0,47.0,210,71,237,180,27,109,7.566,73.055,71.694,0.981,7,0.104,Yes,210,71,237,180
863,b,0020_top_20250707_t0,0020_top_20250707_t1,220.0,484.0,287.0,536.0,67.0,52.0,245,83,271,179,26,96,4.031,71.694,63.977,0.892,7,0.056,Yes,245,83,271,179
864,b,0020_top_20250707_t0,0020_top_20250707_t1,211.0,16.0,273.0,69.0,62.0,53.0,520,62,553,165,33,103,2.0,77.414,68.476,0.885,7,0.026,Yes,520,62,553,165
865,b,0020_top_20250707_t0,0020_top_20250707_t1,394.0,177.0,446.0,224.0,52.0,47.0,414,386,441,477,27,91,5.523,61.294,59.034,0.963,7,0.09,Yes,414,386,441,477
866,b,0020_top_20250707_t0,0020_top_20250707_t1,364.0,11.0,389.0,108.0,25.0,97.0,487,341,548,383,61,42,7.018,68.029,63.159,0.928,7,0.103,Yes,487,341,548,383
867,b,0020_top_20250707_t0,0020_top_20250707_t1,369.0,535.0,400.0,640.0,31.0,105.0,180,331,248,375,68,44,7.211,61.4,74.095,1.207,7,0.117,Yes,180,331,248,375
871,c,0021_top_20250626_t0,0021_top_20250626_t1,392.0,142.0,434.0,305.0,42.0,163.0,200,303,243,469,43,166,6.946,100.419,108.19,1.077,7,0.069,Yes,200,303,243,469
872,c,0022_top_20250626_t0,0022_top_20250626_t1,261.0,4.0,294.0,132.0,33.0,128.0,268,20,302,158,34,138,6.0,102.474,103.446,1.009,7,0.059,Yes,268,20,302,158
873,c,0022_top_20250626_t0,0022_top_20250626_t1,183.0,28.0,215.0,147.0,32.0,119.0,185,39,217,164,32,125,1.581,95.525,94.154,0.986,7,0.017,Yes,185,39,217,164
874,c,0022_top_20250626_t0,0022_top_20250626_t1,379.0,490.0,467.0,558.0,88.0,68.0,388,513,474,574,86,61,4.61,107.782,103.315,0.959,7,0.043,Yes,388,513,474,574
875,c,0022_top_20250626_t0,0022_top_20250626_t1,70.0,24.0,104.0,152.0,34.0,128.0,72,39,109,163,37,124,5.385,101.789,96.835,0.951,7,0.053,Yes,72,39,109,163
876,c,0022_top_20250626_t0,0022_top_20250626_t1,264.0,161.0,294.0,278.0,30.0,117.0,272,182,298,286,26,104,2.5,86.452,73.926,0.855,7,0.029,Yes,272,182,298,286
