vehicle_id,zone_id,t0_image,t1_image,t0_orig_x1,t0_orig_y1,t0_orig_x2,t0_orig_y2,t0_orig_w,t0_orig_h,t1_orig_x1,t1_orig_y1,t1_orig_x2,t1_orig_y2,t1_orig_w,t1_orig_h,move_dist,diag0,diag1,diag_ratio,delta_min,move_ratio,stop,bbox_x1_640,bbox_y1_640,bbox_x2_640,bbox_y2_640,image_path,stop_bool,ok_all
395,b,0008_top_20250707_t0,0008_top_20250707_t1,303.0,130.0,330.0,226.0,27.0,96.0,383.0,129.0,409.0,224.0,26,95,5.099,78.39,81.123,1.035,9,0.065,Yes,383.0,129.0,409.0,224.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
396,b,0008_top_20250707_t0,0008_top_20250707_t1,462.0,416.0,492.0,517.0,30.0,101.0,542.0,413.0,572.0,512.0,30,99,1.803,90.05,85.147,0.946,9,0.02,Yes,542.0,413.0,572.0,512.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
397,b,0008_top_20250707_t0,0008_top_20250707_t1,327.0,421.0,358.0,534.0,31.0,113.0,410.0,421.0,438.0,516.0,28,95,8.322,98.005,81.302,0.83,9,0.085,Yes,410.0,421.0,438.0,516.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
398,b,0008_top_20250707_t0,0008_top_20250707_t1,336.0,145.0,364.0,244.0,28.0,99.0,415.0,147.0,441.0,241.0,26,94,4.61,81.123,80.623,0.994,9,0.057,Yes,415.0,147.0,441.0,241.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
399,b,0008_top_20250707_t0,0008_top_20250707_t1,521.0,408.0,553.0,516.0,32.0,108.0,602.0,407.0,631.0,510.0,29,103,6.964,95.383,87.132,0.913,9,0.073,Yes,602.0,407.0,631.0,510.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
400,b,0008_top_20250707_t0,0008_top_20250707_t1,434.0,144.0,470.0,258.0,36.0,114.0,515.0,149.0,546.0,250.0,31,101,9.301,97.098,89.588,0.923,9,0.096,Yes,515.0,149.0,546.0,250.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
401,b,0008_top_20250707_t0,0008_top_20250707_t1,369.0,151.0,399.0,246.0,30.0,95.0,449.0,150.0,477.0,242.0,28,92,7.159,79.612,80.455,1.011,9,0.09,Yes,449.0,150.0,477.0,242.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
402,b,0008_top_20250707_t0,0008_top_20250707_t1,295.0,418.0,326.0,518.0,31.0,100.0,382.0,419.0,407.0,517.0,25,98,10.198,88.51,81.006,0.915,9,0.115,Yes,382.0,419.0,407.0,517.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
403,b,0008_top_20250707_t0,0008_top_20250707_t1,531.0,132.0,568.0,253.0,37.0,121.0,611.0,137.0,639.0,248.0,28,111,10.308,101.356,92.661,0.914,9,0.102,Yes,611.0,137.0,639.0,248.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
404,b,0008_top_20250707_t0,0008_top_20250707_t1,467.0,149.0,496.0,259.0,29.0,110.0,545.0,143.0,578.0,252.0,33,109,9.823,89.471,94.874,1.06,9,0.11,Yes,545.0,143.0,578.0,252.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
405,b,0008_top_20250707_t0,0008_top_20250707_t1,498.0,137.0,534.0,254.0,36.0,117.0,580.0,139.0,610.0,249.0,30,110,10.966,99.126,94.154,0.95,9,0.111,Yes,580.0,139.0,610.0,249.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
409,d,0008_top_20250709_t0,0008_top_20250709_t1,124.0,530.0,199.0,581.0,75.0,51.0,124.0,530.0,199.0,581.0,75,51,2.236,71.694,71.694,1.0,10,0.031,Yes,124.0,530.0,199.0,581.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
410,d,0008_top_20250709_t0,0008_top_20250709_t1,209.0,476.0,247.0,620.0,38.0,144.0,209.0,476.0,247.0,620.0,38,144,1.414,81.492,82.492,1.012,10,0.017,Yes,209.0,476.0,247.0,620.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
411,d,0008_top_20250709_t0,0008_top_20250709_t1,252.0,462.0,292.0,606.0,40.0,144.0,252.0,462.0,292.0,606.0,40,144,1.581,83.528,84.906,1.016,10,0.019,Yes,252.0,462.0,292.0,606.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
412,d,0008_top_20250709_t0,0008_top_20250709_t1,295.0,452.0,334.0,602.0,39.0,150.0,295.0,452.0,334.0,602.0,39,150,2.0,87.132,88.204,1.012,10,0.023,Yes,295.0,452.0,334.0,602.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
413,d,0008_top_20250709_t0,0008_top_20250709_t1,497.0,414.0,536.0,564.0,39.0,150.0,497.0,414.0,536.0,564.0,39,150,3.808,94.021,95.425,1.015,10,0.041,Yes,497.0,414.0,536.0,564.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
414,d,0008_top_20250709_t0,0008_top_20250709_t1,452.0,419.0,491.0,566.0,39.0,147.0,452.0,419.0,491.0,566.0,39,147,2.693,91.4,92.005,1.007,10,0.029,Yes,452.0,419.0,491.0,566.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
415,d,0008_top_20250709_t0,0008_top_20250709_t1,544.0,404.0,586.0,544.0,42.0,140.0,544.0,404.0,586.0,544.0,42,140,4.743,94.26,94.175,0.999,10,0.05,Yes,544.0,404.0,586.0,544.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
416,d,0008_top_20250709_t0,0008_top_20250709_t1,413.0,433.0,454.0,582.0,41.0,149.0,413.0,433.0,454.0,582.0,41,149,2.693,92.201,92.801,1.007,10,0.029,Yes,413.0,433.0,454.0,582.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
417,d,0008_top_20250709_t0,0008_top_20250709_t1,334.0,439.0,376.0,593.0,42.0,154.0,334.0,439.0,376.0,593.0,42,154,1.5,92.087,92.655,1.006,10,0.016,Yes,334.0,439.0,376.0,593.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
418,d,0008_top_20250709_t0,0008_top_20250709_t1,375.0,444.0,415.0,587.0,40.0,143.0,375.0,444.0,415.0,587.0,40,143,1.803,87.419,88.006,1.007,10,0.021,Yes,375.0,444.0,415.0,587.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
419,d,0008_top_20250709_t0,0008_top_20250709_t1,31.0,5.0,162.0,53.0,131.0,48.0,31.0,5.0,162.0,53.0,131,48,13.647,147.231,153.844,1.045,10,0.093,Yes,31.0,5.0,162.0,53.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
420,d,0008_top_20250709_t0,0008_top_20250709_t1,168.0,8.0,239.0,62.0,71.0,54.0,168.0,8.0,239.0,62.0,71,54,11.18,92.914,96.835,1.042,10,0.12,Yes,168.0,8.0,239.0,62.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
421,d,0008_top_20250709_t0,0008_top_20250709_t1,121.0,619.0,198.0,639.0,77.0,20.0,121.0,619.0,198.0,639.0,77,20,2.062,64.514,64.846,1.005,10,0.032,Yes,121.0,619.0,198.0,639.0,D:\projects\illegal_parking_project\data\images\0008_top_20250709_t1.png,True,True
422,d,0008_top_20250711_t0,0008_top_20250711_t1,532.0,89.0,633.0,171.0,101.0,82.0,532.0,89.0,633.0,171.0,101,82,14.0,83.648,94.366,1.128,9,0.167,Yes,532.0,89.0,633.0,171.0,D:\projects\illegal_parking_project\data\images\0008_top_20250711_t1.jpg,True,True
423,c,0009_top_20250623_t0,0009_top_20250623_t1,57.0,454.0,159.0,624.0,102.0,170.0,199.0,11.0,270.0,234.0,71,223,4.924,141.873,129.016,0.909,6,0.035,Yes,199.0,11.0,270.0,234.0,D:\projects\illegal_parking_project\data\images\0009_top_20250623_t1.jpg,True,True
426,b,0009_top_20250626_t0,0009_top_20250626_t1,397.0,352.0,480.0,429.0,83.0,77.0,195.0,491.0,275.0,548.0,80,57,17.755,162.533,125.674,0.773,9,0.109,Yes,195.0,491.0,275.0,548.0,D:\projects\illegal_parking_project\data\images\0009_top_20250626_t1.jpg,True,True
427,b,0009_top_20250626_t0,0009_top_20250626_t1,297.0,567.0,331.0,639.0,34.0,72.0,355.0,303.0,391.0,415.0,36,112,28.504,73.593,108.046,1.468,9,0.387,Yes,355.0,303.0,391.0,415.0,D:\projects\illegal_parking_project\data\images\0009_top_20250626_t1.jpg,True,True
428,b,0009_top_20250626_t0,0009_top_20250626_t1,438.0,579.0,519.0,639.0,81.0,60.0,197.0,290.0,271.0,344.0,74,54,13.901,145.344,115.871,0.797,9,0.096,Yes,197.0,290.0,271.0,344.0,D:\projects\illegal_parking_project\data\images\0009_top_20250626_t1.jpg,True,True
429,b,0009_top_20250626_t0,0009_top_20250626_t1,256.0,326.0,311.0,452.0,55.0,126.0,347.0,525.0,393.0,639.0,46,114,17.889,130.384,120.433,0.924,9,0.137,Yes,347.0,525.0,393.0,639.0,D:\projects\illegal_parking_project\data\images\0009_top_20250626_t1.jpg,True,True
430,b,0009_top_20250626_t0,0009_top_20250626_t1,389.0,265.0,471.0,334.0,82.0,69.0,190.0,572.0,269.0,622.0,79,50,16.508,160.181,122.654,0.766,9,0.103,Yes,190.0,572.0,269.0,622.0,D:\projects\illegal_parking_project\data\images\0009_top_20250626_t1.jpg,True,True
431,b,0009_top_20250626_t0,0009_top_20250626_t1,426.0,513.0,505.0,573.0,79.0,60.0,204.0,355.0,272.0,403.0,68,48,19.144,144.267,106.513,0.738,9,0.133,Yes,204.0,355.0,272.0,403.0,D:\projects\illegal_parking_project\data\images\0009_top_20250626_t1.jpg,True,True
432,b,0009_top_20250626_t0,0009_top_20250626_t1,414.0,433.0,494.0,496.0,80.0,63.0,199.0,425.0,273.0,479.0,74,54,21.708,148.718,116.73,0.785,9,0.146,Yes,199.0,425.0,273.0,479.0,D:\projects\illegal_parking_project\data\images\0009_top_20250626_t1.jpg,True,True
442,d,0009_top_20250704_t0,0009_top_20250704_t1,14.0,327.0,52.0,443.0,38.0,116.0,77.0,272.0,113.0,398.0,36,126,11.011,87.92,92.59,1.053,9,0.125,Yes,77.0,272.0,113.0,398.0,D:\projects\illegal_parking_project\data\images\0009_top_20250704_t1.png,True,True
443,d,0009_top_20250704_t0,0009_top_20250704_t1,76.0,332.0,108.0,438.0,32.0,106.0,138.0,279.0,171.0,388.0,33,109,9.301,80.455,81.492,1.013,9,0.116,Yes,138.0,279.0,171.0,388.0,D:\projects\illegal_parking_project\data\images\0009_top_20250704_t1.png,True,True
445,c,0009_top_20250705_t0,0009_top_20250705_t1,156.0,67.0,181.0,129.0,25.0,62.0,385.0,275.0,428.0,307.0,43,32,12.104,97.837,106.668,1.09,9,0.124,Yes,385.0,275.0,428.0,307.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
446,c,0009_top_20250705_t0,0009_top_20250705_t1,375.0,143.0,412.0,207.0,37.0,64.0,180.0,605.0,220.0,640.0,40,35,19.609,123.329,87.201,0.707,9,0.159,Yes,180.0,605.0,220.0,640.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
447,c,0009_top_20250705_t0,0009_top_20250705_t1,231.0,272.0,262.0,333.0,31.0,61.0,235.0,298.0,271.0,328.0,36,30,12.981,105.38,91.831,0.871,9,0.123,Yes,235.0,298.0,271.0,328.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
448,c,0009_top_20250705_t0,0009_top_20250705_t1,76.0,230.0,104.0,291.0,28.0,61.0,354.0,100.0,394.0,131.0,40,31,16.643,99.035,113.455,1.146,9,0.168,Yes,354.0,100.0,394.0,131.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
449,c,0009_top_20250705_t0,0009_top_20250705_t1,144.0,354.0,177.0,418.0,33.0,64.0,262.0,137.0,300.0,165.0,38,28,16.492,108.904,104.019,0.955,9,0.151,Yes,262.0,137.0,300.0,165.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
450,c,0009_top_20250705_t0,0009_top_20250705_t1,356.0,541.0,389.0,600.0,33.0,59.0,18.0,349.0,49.0,386.0,31,37,27.115,104.89,90.427,0.862,9,0.259,Yes,18.0,349.0,49.0,386.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
451,c,0009_top_20250705_t0,0009_top_20250705_t1,344.0,172.0,380.0,234.0,36.0,62.0,182.0,552.0,228.0,596.0,46,44,28.814,119.097,106.212,0.892,9,0.242,Yes,182.0,552.0,228.0,596.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
452,c,0009_top_20250705_t0,0009_top_20250705_t1,86.0,415.0,115.0,471.0,29.0,56.0,275.0,50.0,306.0,77.0,31,27,13.314,94.763,95.776,1.011,9,0.14,Yes,275.0,50.0,306.0,77.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
453,c,0009_top_20250705_t0,0009_top_20250705_t1,119.0,483.0,154.0,539.0,35.0,56.0,230.0,63.0,264.0,93.0,34,30,16.031,104.235,104.35,1.001,9,0.154,Yes,230.0,63.0,264.0,93.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
454,c,0009_top_20250705_t0,0009_top_20250705_t1,198.0,311.0,232.0,369.0,34.0,58.0,242.0,233.0,283.0,263.0,41,30,7.5,107.713,104.809,0.973,9,0.07,Yes,242.0,233.0,283.0,263.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
455,c,0009_top_20250705_t0,0009_top_20250705_t1,330.0,4.0,356.0,55.0,26.0,51.0,300.0,601.0,344.0,639.0,44,38,18.722,92.655,94.81,1.023,9,0.202,Yes,300.0,601.0,344.0,639.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
456,c,0009_top_20250705_t0,0009_top_20250705_t1,176.0,331.0,212.0,391.0,36.0,60.0,245.0,198.0,285.0,227.0,40,29,8.559,112.699,104.202,0.925,9,0.076,Yes,245.0,198.0,285.0,227.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
457,c,0009_top_20250705_t0,0009_top_20250705_t1,96.0,218.0,128.0,270.0,32.0,52.0,348.0,161.0,386.0,194.0,38,33,25.005,99.156,107.056,1.08,9,0.252,Yes,348.0,161.0,386.0,194.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
458,c,0009_top_20250705_t0,0009_top_20250705_t1,105.0,492.0,131.0,550.0,26.0,58.0,238.0,41.0,270.0,70.0,32,29,14.534,89.14,101.415,1.138,9,0.163,Yes,238.0,41.0,270.0,70.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
459,c,0009_top_20250705_t0,0009_top_20250705_t1,356.0,457.0,394.0,512.0,38.0,55.0,48.0,405.0,88.0,444.0,40,39,23.691,113.406,103.005,0.908,9,0.209,Yes,48.0,405.0,88.0,444.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
460,c,0009_top_20250705_t0,0009_top_20250705_t1,347.0,181.0,372.0,233.0,25.0,52.0,194.0,510.0,226.0,548.0,32,38,27.951,89.805,82.329,0.917,9,0.311,Yes,194.0,510.0,226.0,548.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
461,c,0009_top_20250705_t0,0009_top_20250705_t1,356.0,252.0,395.0,311.0,39.0,59.0,131.0,528.0,172.0,572.0,41,44,34.384,120.88,100.424,0.831,9,0.284,Yes,131.0,528.0,172.0,572.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
462,c,0009_top_20250705_t0,0009_top_20250705_t1,248.0,540.0,278.0,601.0,30.0,61.0,117.0,189.0,152.0,227.0,35,38,11.8,100.419,107.168,1.067,9,0.118,Yes,117.0,189.0,152.0,227.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
463,c,0009_top_20250705_t0,0009_top_20250705_t1,146.0,160.0,182.0,224.0,36.0,64.0,337.0,222.0,386.0,261.0,49,39,12.42,117.456,128.55,1.094,9,0.106,Yes,337.0,222.0,386.0,261.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
464,c,0009_top_20250705_t0,0009_top_20250705_t1,340.0,472.0,377.0,537.0,37.0,65.0,53.0,364.0,98.0,400.0,45,36,19.912,117.686,110.436,0.938,9,0.169,Yes,53.0,364.0,98.0,400.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
465,c,0009_top_20250705_t0,0009_top_20250705_t1,325.0,198.0,359.0,254.0,34.0,56.0,204.0,461.0,243.0,496.0,39,35,29.841,109.986,93.408,0.849,9,0.271,Yes,204.0,461.0,243.0,496.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
466,c,0009_top_20250705_t0,0009_top_20250705_t1,397.0,524.0,424.0,577.0,27.0,53.0,0.0,426.0,29.0,469.0,29,43,17.678,89.872,88.73,0.987,9,0.197,Yes,0.0,426.0,29.0,469.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
467,c,0009_top_20250705_t0,0009_top_20250705_t1,163.0,448.0,186.0,499.0,23.0,51.0,223.0,129.0,256.0,151.0,33,22,11.853,81.345,87.801,1.079,9,0.146,Yes,223.0,129.0,256.0,151.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
468,c,0009_top_20250705_t0,0009_top_20250705_t1,339.0,266.0,375.0,327.0,36.0,61.0,141.0,486.0,185.0,528.0,44,42,29.206,116.276,105.603,0.908,9,0.251,Yes,141.0,486.0,185.0,528.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
469,c,0009_top_20250705_t0,0009_top_20250705_t1,301.0,306.0,339.0,364.0,38.0,58.0,158.0,397.0,202.0,437.0,44,40,20.506,116.516,109.809,0.942,9,0.176,Yes,158.0,397.0,202.0,437.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
470,c,0009_top_20250705_t0,0009_top_20250705_t1,130.0,190.0,161.0,249.0,31.0,59.0,339.0,220.0,384.0,254.0,45,34,30.696,103.247,117.29,1.136,9,0.297,Yes,339.0,220.0,384.0,254.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
471,c,0009_top_20250705_t0,0009_top_20250705_t1,320.0,285.0,359.0,347.0,39.0,62.0,151.0,439.0,192.0,477.0,41,38,22.727,122.147,99.81,0.817,9,0.186,Yes,151.0,439.0,192.0,477.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
472,c,0009_top_20250705_t0,0009_top_20250705_t1,288.0,33.0,325.0,94.0,37.0,61.0,304.0,547.0,351.0,590.0,47,43,27.541,121.264,105.891,0.873,9,0.227,Yes,304.0,547.0,351.0,590.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
473,c,0009_top_20250705_t0,0009_top_20250705_t1,286.0,322.0,320.0,382.0,34.0,60.0,166.0,357.0,207.0,392.0,41,35,17.671,110.535,102.005,0.923,9,0.16,Yes,166.0,357.0,207.0,392.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
474,c,0009_top_20250705_t0,0009_top_20250705_t1,157.0,445.0,190.0,501.0,33.0,56.0,222.0,121.0,255.0,152.0,33,31,12.51,101.316,100.005,0.987,9,0.123,Yes,222.0,121.0,255.0,152.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
475,c,0009_top_20250705_t0,0009_top_20250705_t1,391.0,421.0,426.0,482.0,35.0,61.0,38.0,446.0,81.0,489.0,43,43,26.627,112.045,108.6,0.969,9,0.238,Yes,38.0,446.0,81.0,489.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
476,c,0009_top_20250705_t0,0009_top_20250705_t1,150.0,362.0,174.0,416.0,24.0,54.0,259.0,171.0,296.0,195.0,37,24,25.348,85.633,95.0,1.109,9,0.296,Yes,259.0,171.0,296.0,195.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
477,c,0009_top_20250705_t0,0009_top_20250705_t1,99.0,220.0,121.0,270.0,22.0,50.0,356.0,134.0,390.0,164.0,34,30,12.659,79.981,97.745,1.222,9,0.158,Yes,356.0,134.0,390.0,164.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
478,c,0009_top_20250705_t0,0009_top_20250705_t1,260.0,61.0,284.0,112.0,24.0,51.0,324.0,456.0,362.0,492.0,38,36,11.673,88.391,90.907,1.028,9,0.132,Yes,324.0,456.0,362.0,492.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
479,c,0009_top_20250705_t0,0009_top_20250705_t1,244.0,81.0,270.0,135.0,26.0,54.0,323.0,414.0,368.0,453.0,45,39,4.61,93.338,107.299,1.15,9,0.049,Yes,323.0,414.0,368.0,453.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
480,c,0009_top_20250705_t0,0009_top_20250705_t1,323.0,494.0,354.0,552.0,31.0,58.0,63.0,322.0,110.0,361.0,47,39,17.007,100.499,119.62,1.19,9,0.169,Yes,63.0,322.0,110.0,361.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
481,c,0009_top_20250705_t0,0009_top_20250705_t1,173.0,427.0,208.0,485.0,35.0,58.0,216.0,152.0,251.0,181.0,35,29,8.5,107.713,98.858,0.918,9,0.079,Yes,216.0,152.0,251.0,181.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
482,c,0009_top_20250705_t0,0009_top_20250705_t1,277.0,48.0,304.0,101.0,27.0,53.0,316.0,499.0,355.0,538.0,39,39,15.532,95.483,93.606,0.98,9,0.163,Yes,316.0,499.0,355.0,538.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
483,c,0009_top_20250705_t0,0009_top_20250705_t1,192.0,412.0,227.0,470.0,35.0,58.0,208.0,176.0,236.0,209.0,28,33,14.16,107.713,89.196,0.828,9,0.131,Yes,208.0,176.0,236.0,209.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
484,c,0009_top_20250705_t0,0009_top_20250705_t1,377.0,542.0,405.0,596.0,28.0,54.0,0.0,384.0,39.0,422.0,39,38,24.52,92.022,102.201,1.111,9,0.266,Yes,0.0,384.0,39.0,422.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
485,c,0009_top_20250705_t0,0009_top_20250705_t1,272.0,342.0,299.0,399.0,27.0,57.0,174.0,318.0,215.0,353.0,41,35,13.153,94.048,104.809,1.114,9,0.14,Yes,174.0,318.0,215.0,353.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
486,c,0009_top_20250705_t0,0009_top_20250705_t1,136.0,463.0,172.0,518.0,36.0,55.0,228.0,94.0,263.0,124.0,35,30,13.0,106.527,103.711,0.974,9,0.122,Yes,228.0,94.0,263.0,124.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,True,True
487,c,0009_top_20250705_t0,0009_top_20250705_t1,375.0,436.0,411.0,492.0,36.0,56.0,19.0,484.0,63.0,530.0,44,46,69.464,109.636,110.802,1.011,9,0.634,No,19.0,484.0,63.0,530.0,D:\projects\illegal_parking_project\data\images\0009_top_20250705_t1.jpg,False,False
529,b,0009_top_20250707_t0,0009_top_20250707_t1,80.0,395.0,166.0,471.0,86.0,76.0,69.0,431.0,149.0,495.0,80,64,6.021,158.824,161.245,1.015,6,0.038,Yes,69.0,431.0,149.0,495.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
530,b,0009_top_20250707_t0,0009_top_20250707_t1,150.0,128.0,236.0,198.0,86.0,70.0,115.0,179.0,193.0,241.0,78,62,17.335,155.708,157.28,1.01,6,0.111,Yes,115.0,179.0,193.0,241.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
531,b,0009_top_20250707_t0,0009_top_20250707_t1,94.0,323.0,176.0,399.0,82.0,76.0,76.0,364.0,153.0,430.0,77,66,3.808,154.052,157.436,1.022,6,0.025,Yes,76.0,364.0,153.0,430.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
532,b,0009_top_20250707_t0,0009_top_20250707_t1,234.0,153.0,315.0,227.0,81.0,74.0,193.0,186.0,269.0,252.0,76,66,14.151,147.492,154.871,1.05,6,0.096,Yes,193.0,186.0,269.0,252.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
533,b,0009_top_20250707_t0,0009_top_20250707_t1,411.0,232.0,489.0,308.0,78.0,76.0,357.0,217.0,431.0,282.0,74,65,2.55,135.152,148.189,1.096,6,0.019,Yes,357.0,217.0,431.0,282.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
534,b,0009_top_20250707_t0,0009_top_20250707_t1,328.0,199.0,406.0,268.0,78.0,69.0,278.0,202.0,350.0,266.0,72,64,7.28,136.191,146.492,1.076,6,0.053,Yes,278.0,202.0,350.0,266.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
535,b,0009_top_20250707_t0,0009_top_20250707_t1,135.0,492.0,219.0,565.0,84.0,73.0,125.0,502.0,202.0,574.0,77,72,9.434,150.722,160.378,1.064,6,0.063,Yes,125.0,502.0,202.0,574.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
536,b,0009_top_20250707_t0,0009_top_20250707_t1,523.0,223.0,601.0,292.0,78.0,69.0,459.0,184.0,526.0,246.0,67,62,8.86,127.264,134.529,1.057,6,0.07,Yes,459.0,184.0,526.0,246.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
537,b,0009_top_20250707_t0,0009_top_20250707_t1,329.0,448.0,367.0,576.0,38.0,128.0,297.0,434.0,335.0,543.0,38,109,8.201,123.976,128.845,1.039,6,0.066,Yes,297.0,434.0,335.0,543.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
538,b,0009_top_20250707_t0,0009_top_20250707_t1,558.0,428.0,594.0,548.0,36.0,120.0,502.0,366.0,544.0,473.0,42,107,26.173,111.772,129.835,1.162,6,0.234,Yes,502.0,366.0,544.0,473.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
539,b,0009_top_20250707_t0,0009_top_20250707_t1,368.0,448.0,407.0,572.0,39.0,124.0,331.0,425.0,373.0,541.0,42,116,8.062,121.495,138.683,1.141,6,0.066,Yes,331.0,425.0,373.0,541.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
540,b,0009_top_20250707_t0,0009_top_20250707_t1,445.0,430.0,489.0,560.0,44.0,130.0,398.0,396.0,445.0,514.0,47,118,10.012,128.222,146.103,1.139,6,0.078,Yes,398.0,396.0,445.0,514.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
